price,bedrooms,condition,grade,has_basement,living_in_m2,was_renovated,perfect_condition,real_bathroom,has_lavatory,single_floor,month,quartile_zone_x,quartile_zone_y
614000.0,4,4,3,True,267.56064,False,False,2,True,True,11,3,3
430000.0,3,3,3,True,160.72219,False,False,2,False,True,6,3,3
278000.0,2,4,2,False,149.57383,False,False,2,True,False,1,2,2
250000.0,2,3,2,False,91.97397,False,False,1,False,False,7,2,2
435000.0,4,3,4,False,273.13482,False,False,2,True,False,12,2,2
295000.0,4,3,3,False,168.15443,False,False,2,True,False,11,1,1
342500.0,3,3,3,False,193.23824,False,False,2,False,True,6,1,1
660000.0,3,3,2,False,105.90942,False,False,2,False,True,4,4,4
562500.0,3,3,3,False,188.59309,False,False,2,True,True,3,4,4
485000.0,3,3,3,False,217.39302,False,False,2,True,True,6,2,2
690000.0,3,3,3,False,164.43831,False,False,2,False,False,11,3,3
587206.0,3,3,3,True,175.58667,False,False,3,True,False,6,3,3
825000.0,4,3,2,True,206.24466,True,False,2,True,True,3,4,4
262000.0,4,3,2,False,170.94152,False,False,1,True,False,1,1,1
463000.0,3,3,2,False,158.86413,False,False,1,True,True,5,2,2
605125.0,2,3,2,True,107.76748,False,False,1,False,True,11,3,3
569950.0,5,4,2,True,233.18653,False,False,2,True,True,10,2,2
465000.0,3,3,2,False,132.85129,False,False,2,False,True,11,4,4
575000.0,3,5,2,True,159.79316,False,True,1,True,True,9,3,3
399950.0,3,3,3,True,126.34808,False,False,2,True,False,8,3,3
219000.0,3,3,1,False,90.11591,False,False,1,False,True,12,1,1
319990.0,3,5,2,True,170.94152,False,True,2,True,True,10,1,1
530000.0,4,5,2,False,180.23182,False,True,2,True,False,5,2,2
364000.0,4,4,3,False,162.58025,False,False,2,True,False,9,2,2
455000.0,5,4,2,True,173.72861,False,False,2,False,True,2,3,3
640500.0,2,4,3,True,152.36092,False,False,1,True,True,2,2,2
890000.0,4,3,3,False,257.34131,False,False,2,True,False,6,4,4
176000.0,2,5,1,False,71.53531,False,True,1,False,True,8,1,1
377691.0,5,4,2,True,196.95436,False,False,1,True,True,5,2,2
339000.0,4,3,2,False,222.03817,False,False,1,True,False,2,1,1
353000.0,3,5,1,False,117.05778,False,True,1,True,True,7,2,2
650000.0,3,4,3,True,271.27676,False,False,1,True,True,6,4,4
577000.0,3,4,2,True,163.50928,False,False,1,True,True,6,4,4
400000.0,2,4,1,True,93.83203,False,False,1,False,True,4,3,3
903000.0,2,4,1,False,105.90942,False,False,1,True,True,12,4,4
631500.0,2,3,3,False,165.36734,False,False,2,True,False,4,3,3
577000.0,2,3,2,True,150.50286,True,False,1,True,True,8,3,3
270000.0,3,3,2,False,149.57383,False,False,1,True,False,9,2,2
320000.0,4,5,2,True,187.66406,False,True,1,True,True,4,2,2
180000.0,3,3,2,False,149.57383,False,False,1,False,False,4,1,1
511555.0,3,4,2,False,130.0642,False,False,2,False,True,5,3,3
260000.0,3,3,1,False,87.32882,False,False,1,False,True,4,2,2
449000.0,4,3,4,False,274.99288,False,False,2,True,False,6,2,2
269000.0,2,3,3,False,143.07062,False,False,2,False,False,4,1,1
255500.0,3,3,2,False,164.43831,False,False,2,True,False,10,1,1
1000000.0,5,4,2,False,140.28353,False,False,2,True,False,4,4,4
585000.0,3,4,2,False,155.14801,False,False,1,True,False,8,3,3
738000.0,3,3,4,False,244.33489,False,False,3,False,False,6,4,4
206000.0,3,4,2,False,98.47718,False,False,1,False,True,1,2,2
329950.0,4,3,2,True,190.45115,False,False,1,False,True,4,1,1
153500.0,3,3,1,False,82.68367,False,False,1,False,True,3,2,2
280000.0,2,3,2,False,110.55457,False,False,1,True,False,12,2,2
415000.0,2,3,2,False,81.75464,True,False,1,False,True,9,4,4
379000.0,3,3,3,False,247.12198,False,False,3,True,False,12,2,2
870000.0,4,3,4,True,310.29602,False,False,2,True,False,6,2,2
450000.0,3,3,10,True,353.0314,False,False,2,True,False,3,1,1
370000.0,2,3,2,False,79.89658,False,False,1,False,True,7,3,3
319950.0,5,3,2,True,158.86413,False,False,1,True,True,5,1,1
542950.0,3,3,3,False,192.30921,False,False,2,True,False,10,4,4
360000.0,4,5,3,False,248.98004,False,True,2,False,True,5,1,1
591000.0,4,4,3,False,251.76713,False,False,2,True,False,5,4,4
803100.0,4,3,4,False,307.50893,False,False,2,True,False,5,4,4
300000.0,3,3,2,False,136.56741,False,False,2,False,True,1,1,1
507000.0,4,3,2,False,253.62519,False,False,2,True,False,3,3,3
320000.0,5,4,3,True,280.56706,False,False,2,True,True,6,1,1
800000.0,3,5,3,True,140.28353,False,True,1,True,True,11,4,4
512500.0,3,3,3,False,176.5157,False,False,2,True,False,5,4,4
518000.0,3,3,2,False,117.98681,False,False,1,False,False,4,2,2
568000.0,4,4,3,False,196.02533,False,False,1,True,True,6,4,4
90000.0,1,3,1,False,72.46433999999999,False,False,1,False,True,3,2,2
278000.0,2,3,2,False,131.92226,False,False,2,True,False,12,2,2
522500.0,3,3,2,False,141.21256,False,False,1,False,True,10,4,4
459900.0,3,3,3,True,209.03175,False,False,2,True,True,12,3,3
588500.0,3,3,3,True,216.46399,False,False,1,True,True,5,4,4
565000.0,4,4,4,False,182.08988,False,False,2,True,False,12,3,3
554000.0,4,3,2,False,104.05136,False,False,1,False,False,6,3,3
538200.0,4,4,3,False,165.36734,False,False,3,False,True,12,3,3
650000.0,6,3,3,True,362.3217,False,False,3,True,False,10,4,4
999000.0,3,4,3,True,262.91549,False,False,2,True,True,11,3,2
560000.0,3,3,3,True,225.75429,False,False,2,True,True,11,3,3
319000.0,4,3,3,False,222.03817,False,False,2,True,False,12,1,1
500000.0,3,3,2,True,226.68332,False,False,2,True,True,4,4,4
920000.0,3,3,10,False,340.02497999999997,False,False,3,True,False,7,2,2
449888.0,3,3,4,False,234.11556,False,False,2,True,False,12,1,1
810000.0,4,3,3,True,322.37341,False,False,3,True,False,12,2,2
552100.0,3,4,3,True,123.56099,False,False,3,False,False,9,3,3
805000.0,3,5,3,True,265.70258,False,True,2,True,True,8,2,2
400000.0,3,4,3,False,196.02533,False,False,1,True,True,7,1,1
456500.0,4,3,4,False,239.68974,False,False,2,True,False,5,2,2
263700.0,3,3,1,False,111.4836,True,False,1,False,True,3,3,3
299000.0,3,3,3,False,153.28995,False,False,2,True,False,7,2,2
800000.0,4,3,10,False,235.97362,False,False,3,True,False,10,4,4
525000.0,4,4,3,False,213.6769,False,False,2,True,True,5,3,3
253000.0,3,5,2,False,119.84487,False,True,2,False,True,12,1,1
220000.0,2,3,2,False,98.47718,False,False,1,False,False,4,2,2
225000.0,3,3,3,False,156.07704,False,False,2,True,False,5,1,1
1085500.0,4,4,4,False,279.63803,False,False,2,True,False,7,3,3
488500.0,3,4,2,True,158.86413,False,False,2,False,True,4,4,4
975000.0,6,5,4,True,317.72826,False,True,3,False,True,8,4,4
575700.0,3,3,2,True,160.72219,False,False,1,True,True,2,3,3
550000.0,3,3,2,False,103.12233,False,False,1,False,True,2,4,4
312000.0,4,3,2,True,179.30279,False,False,2,True,True,5,1,1
282510.0,4,4,1,False,134.70935,False,False,1,False,False,1,1,1
605000.0,5,3,3,False,284.28318,False,False,3,True,False,4,2,2
1050000.0,4,3,10,False,255.48325,False,False,2,True,False,7,4,4
550000.0,3,4,2,False,124.49002,False,False,1,True,True,11,4,4
700000.0,4,3,4,False,311.22505,False,False,2,True,False,4,3,3
140000.0,3,3,2,False,98.47718,False,False,1,False,True,6,1,1
405000.0,3,4,2,True,229.47041,False,False,1,True,True,5,1,1
592500.0,6,3,2,False,325.1605,False,False,3,True,False,2,2,2
625000.0,3,3,2,False,154.21898,True,False,1,True,False,10,4,4
600000.0,2,3,1,True,103.12233,False,False,1,False,False,11,4,4
300000.0,3,3,2,False,112.41263,False,False,1,True,True,11,2,2
192500.0,3,3,1,False,100.33524,False,False,1,False,False,6,1,1
632000.0,5,4,3,True,327.01856,False,False,3,False,False,11,3,3
325000.0,4,3,2,True,223.89623,False,False,1,False,True,11,2,2
200000.0,3,4,1,True,137.49644,False,False,1,False,True,11,1,1
460000.0,3,3,2,True,120.7739,False,False,1,True,True,9,4,4
540000.0,4,3,4,False,184.87697,False,False,2,False,False,7,4,4
361500.0,3,4,2,False,99.40621,False,False,1,True,True,7,4,4
240000.0,3,4,2,False,139.3545,False,False,2,True,False,1,1,1
866000.0,4,3,4,False,370.68297,False,False,3,True,False,7,4,4
372000.0,4,5,2,True,175.58667,False,True,1,True,True,7,2,2
325000.0,3,3,1,True,122.63195999999999,False,False,1,True,True,2,2,2
447000.0,3,3,2,False,167.2254,False,False,2,True,False,3,3,3
545000.0,6,3,2,True,169.08346,False,False,1,True,True,8,3,3
297000.0,3,4,2,False,124.49002,False,False,1,False,True,10,3,2
660000.0,3,4,2,True,157.9351,False,False,2,True,True,3,4,4
135000.0,2,3,1,False,55.7418,True,False,1,False,True,5,1,1
350000.0,2,4,2,False,84.54173,False,False,1,False,False,5,2,2
379000.0,5,4,2,True,278.709,False,False,2,True,True,7,3,3
465000.0,1,3,2,False,94.76106,False,False,1,False,True,10,4,4
616000.0,3,3,3,True,269.4187,False,False,2,False,True,2,3,3
660000.0,4,3,4,False,315.8702,False,False,3,True,False,5,3,3
283000.0,2,4,1,False,87.32882,False,False,1,False,True,4,3,3
762450.0,4,4,3,False,238.76071,False,False,1,True,True,3,4,4
450000.0,3,3,2,False,129.13517,False,False,1,True,True,4,4,4
667500.0,3,5,2,True,174.65764,False,True,2,False,True,6,3,3
452000.0,3,3,2,False,157.00607,False,False,2,True,False,11,4,4
405000.0,4,3,2,True,157.00607,False,False,1,True,True,4,2,2
422500.0,2,4,2,False,84.54173,False,False,1,False,True,12,2,2
775000.0,4,3,10,False,235.97362,False,False,2,True,True,9,4,4
775000.0,5,3,10,False,348.38625,False,False,2,True,False,3,2,2
375000.0,3,3,3,False,170.01248999999999,False,False,2,True,False,5,2,2
437500.0,3,4,2,True,166.29637,False,False,2,True,True,2,3,3
450000.0,2,3,1,True,78.03852,False,False,1,True,True,6,3,3
255000.0,3,3,2,False,138.42547,False,False,2,False,False,5,1,1
350000.0,2,3,2,True,107.76748,False,False,1,False,True,4,3,3
408000.0,3,4,2,False,148.6448,False,False,1,True,True,1,2,2
345000.0,2,3,3,False,77.10949,False,False,1,True,False,4,3,3
430000.0,4,3,2,True,145.85771,False,False,1,True,True,2,4,4
565000.0,3,5,2,False,149.57383,False,True,1,False,False,3,2,2
539500.0,4,4,3,True,251.76713,False,False,3,True,False,12,2,2
246500.0,2,2,2,False,87.32882,False,False,1,False,True,3,1,1
400000.0,4,4,2,True,248.98004,True,False,2,False,False,7,2,2
754999.0,4,3,10,False,279.63803,False,False,2,True,False,4,4,4
1049000.0,3,4,2,True,242.47683,False,False,2,True,False,4,4,4
550000.0,3,3,3,True,134.70935,False,False,3,True,False,4,4,4
760000.0,4,3,4,False,271.27676,False,False,2,True,False,8,4,4
432500.0,3,3,2,True,183.94794,False,False,1,True,True,5,3,3
315000.0,4,3,2,False,183.01891,False,False,2,True,False,4,2,2
458500.0,3,3,2,False,116.12875,False,False,1,True,True,2,3,3
455000.0,3,3,3,False,109.62554,False,False,2,True,False,10,4,4
340000.0,2,3,1,False,79.89658,False,False,1,False,True,12,3,3
450000.0,3,3,3,True,166.29637,False,False,3,True,False,3,4,4
700000.0,3,3,4,False,231.32847,False,False,2,True,False,7,4,4
725000.0,3,4,2,False,166.29637,False,False,1,True,False,10,3,3
560000.0,3,3,3,True,142.14159,False,False,3,True,False,11,3,3
740000.0,3,3,3,False,218.32205,False,False,2,True,False,4,3,3
495000.0,4,4,2,True,189.52212,False,False,1,True,True,10,3,3
248000.0,4,3,2,False,200.949189,False,False,3,False,False,5,1,1
599000.0,3,3,2,True,275.92191,False,False,2,True,True,2,3,3
370000.0,4,3,4,False,246.19295,False,False,2,True,False,12,1,1
192500.0,3,3,2,False,131.92226,False,False,1,True,True,10,1,1
540000.0,3,3,3,True,146.78674,False,False,2,False,False,4,3,3
480680.0,3,3,3,False,160.72219,False,False,2,True,False,9,3,3
740000.0,5,3,4,True,252.69616,False,False,3,True,False,7,4,4
278000.0,5,3,2,True,201.59951,False,False,1,True,True,8,1,1
159100.0,2,3,1,False,73.39337,False,False,1,False,True,3,1,1
783200.0,4,3,2,True,147.71577,False,False,2,False,True,9,4,4
245000.0,4,3,2,False,157.9351,False,False,2,True,False,8,1,1
359500.0,4,3,2,True,188.59309,False,False,1,True,True,10,2,2
965000.0,5,4,4,True,304.72184,False,False,2,True,True,3,4,4
234500.0,3,3,2,True,121.70293,False,False,1,True,True,9,1,1
575000.0,7,4,3,True,248.05101,False,False,1,True,False,10,2,2
700000.0,3,5,2,True,186.73503,False,True,1,True,True,5,3,3
810000.0,5,3,4,False,305.65087,False,False,3,True,False,10,4,4
585000.0,5,4,2,False,185.806,False,False,1,True,False,5,3,3
300000.0,3,3,2,False,138.42547,False,False,1,False,True,1,2,2
146300.0,3,5,1,False,111.4836,False,True,1,False,True,3,1,1
275000.0,4,3,1,False,133.78032,False,False,2,False,True,2,2,2
136500.0,3,3,1,False,131.92226,False,False,1,True,True,5,1,1
470000.0,4,3,3,True,221.10914,False,False,2,True,False,7,2,2
329000.0,4,3,2,False,104.05136,False,False,1,False,True,12,2,2
240000.0,3,3,2,False,144.278359,True,False,2,False,True,4,1,1
760000.0,4,3,4,False,306.5799,False,False,2,True,False,7,2,2
357500.0,3,4,2,False,143.07062,False,False,1,True,True,2,2,2
345950.0,3,3,3,False,196.02533,False,False,2,True,False,6,1,1
605000.0,3,3,4,False,186.73503,False,False,2,True,False,9,3,3
675000.0,4,3,4,False,222.03817,False,False,2,True,False,7,4,4
543200.0,6,5,2,True,261.98646,False,True,2,True,False,5,2,2
675000.0,4,3,3,True,236.90265,False,False,3,True,False,2,3,3
369900.0,2,3,3,False,164.43831,False,False,2,True,False,2,2,2
685000.0,4,3,4,False,308.43796,False,False,2,True,False,12,4,4
596000.0,2,3,2,False,96.61912,True,False,1,False,True,1,3,3
1050000.0,4,5,3,False,286.14124,False,True,3,False,False,2,4,4
625000.0,3,3,2,True,114.27069,False,False,1,True,True,7,3,3
520000.0,3,3,3,False,233.18653,False,False,2,True,False,12,3,3
625000.0,3,3,3,False,146.78674,False,False,1,True,True,9,2,2
397000.0,3,5,2,False,152.36092,False,True,1,True,True,11,3,3
649500.0,4,3,4,False,292.64445,False,False,3,False,False,5,2,2
450000.0,3,3,3,True,152.268017,False,False,2,True,False,8,3,3
284000.0,2,3,2,False,79.89658,False,False,1,False,True,11,1,1
130000.0,3,4,2,False,102.1933,False,False,1,False,True,3,2,2
479950.0,2,3,3,False,126.34808,False,False,2,True,False,12,3,3
310000.0,3,3,2,False,91.97397,False,False,1,False,True,9,3,3
445000.0,2,3,2,False,111.4836,False,False,2,True,False,4,3,3
301000.0,4,3,4,False,261.05743,False,False,2,True,False,7,1,1
100000.0,2,3,1,False,84.54173,False,False,1,False,True,5,1,1
875000.0,3,5,2,True,211.81884,False,True,2,True,True,5,3,3
775000.0,3,3,3,False,249.90906999999999,True,False,3,True,False,10,3,3
328950.0,4,5,2,True,236.90265,False,True,1,True,True,7,2,2
425000.0,4,4,2,False,226.68332,False,False,2,True,False,6,1,1
795000.0,2,3,1,False,128.20614,False,False,1,False,False,4,1,1
190000.0,2,3,2,False,127.27711,False,False,2,True,False,10,1,1
287000.0,3,3,2,False,169.08346,True,False,2,True,False,3,1,1
383150.0,3,3,3,False,205.31563,False,False,2,False,True,2,1,1
403000.0,2,3,2,False,83.055282,False,False,1,False,False,4,3,3
575000.0,2,3,3,True,140.28353,False,False,1,False,False,6,4,4
280000.0,3,3,2,False,132.85129,False,False,2,True,False,12,2,2
390000.0,3,4,2,False,92.903,False,False,1,True,True,12,4,4
339950.0,3,4,1,True,123.56099,False,False,1,True,True,4,1,1
400000.0,4,3,3,False,222.781394,False,False,2,True,False,8,1,1
580000.0,4,3,3,True,304.72184,False,False,3,False,False,10,2,2
436800.0,3,4,3,True,193.23824,False,False,1,True,False,4,4,4
180000.0,3,2,1,False,182.08988,False,False,1,False,False,12,2,2
851000.0,4,3,10,False,290.78639,False,False,2,True,False,4,4,4
260000.0,3,3,2,True,155.14801,False,False,1,True,True,8,1,1
443950.0,3,3,1,False,185.806,True,False,1,True,True,10,2,2
525000.0,3,3,2,False,139.3545,False,False,1,False,True,4,4,4
510000.0,4,3,1,True,98.47718,False,False,1,False,True,8,2,2
560000.0,3,3,4,False,319.58632,False,False,2,True,False,9,2,2
329950.0,3,3,3,False,228.169768,False,False,2,True,False,6,1,1
499000.0,3,3,3,True,172.892483,False,False,2,True,False,10,3,3
410000.0,3,4,2,False,162.58025,False,False,1,True,True,7,3,3
350000.0,4,3,3,False,232.814918,False,False,2,True,False,11,1,1
275000.0,2,4,1,False,109.62554,False,False,1,False,True,6,2,2
362764.0,3,3,2,False,135.63838,False,False,2,False,False,7,4,4
249500.0,2,3,1,False,83.6127,False,False,1,False,True,4,1,1
455000.0,4,4,3,True,281.49609,False,False,2,True,True,8,1,1
322000.0,3,3,2,False,89.18688,False,False,1,False,True,1,3,3
273000.0,4,3,2,False,184.87697,False,False,3,False,False,5,1,1
265000.0,2,3,1,False,87.32882,False,False,1,False,True,3,2,2
1000000.0,4,4,3,True,287.07027,True,False,2,True,False,7,3,3
674250.0,4,4,4,False,258.27034,False,False,2,True,True,11,3,3
533300.0,4,3,4,False,257.34131,False,False,2,True,False,8,2,2
367000.0,4,3,3,False,218.32205,False,False,2,True,False,10,1,1
430000.0,4,4,2,False,125.41905,False,False,1,False,False,7,3,3
575000.0,3,4,2,False,160.72219,False,False,2,False,True,4,4,4
850000.0,4,3,3,True,309.36699,False,False,3,False,True,6,3,3
412500.0,3,3,2,True,154.21898,False,False,1,True,True,3,3,3
370000.0,2,3,2,True,116.12875,False,False,1,False,True,3,3,3
243500.0,4,4,2,False,213.6769,False,False,2,True,False,9,1,1
490000.0,3,3,4,False,286.14124,False,False,2,True,False,10,1,1
895000.0,3,3,3,True,255.48325,False,False,2,True,True,2,4,4
273000.0,3,3,2,False,144.92867999999999,False,False,1,False,True,2,1,1
575000.0,4,4,2,True,216.46399,False,False,1,True,True,4,3,3
290000.0,3,3,2,False,115.19972,False,False,1,False,True,2,1,1
796000.0,3,3,3,False,183.94794,False,False,1,False,False,9,4,4
285000.0,3,3,2,True,179.30279,False,False,1,True,True,3,1,1
395000.0,4,3,3,False,211.81884,False,False,2,True,False,12,2,2
965000.0,4,3,10,False,378.11521,False,False,2,True,False,12,4,4
590000.0,5,3,2,False,170.94152,False,False,1,False,False,4,2,2
650000.0,3,3,2,True,128.20614,False,False,1,True,True,12,3,3
336950.0,3,4,3,True,214.60593,False,False,1,True,True,4,1,1
239950.0,3,3,2,False,133.78032,False,False,1,True,True,4,1,1
450000.0,3,4,2,True,171.87055,False,False,1,True,True,9,4,4
625000.0,4,4,2,False,148.6448,False,False,1,False,False,7,3,3
752000.0,4,3,2,False,153.28995,False,False,1,True,False,12,4,4
